id,sentiment_score
cmlv84vef00hiemv5qey8tsia,-0.8517981767654419
cmlv84v5200h1emv5ccp0ne0n,-0.8414379358291626
cmlv84v0i00gyemv5kuwoflk2,-0.6877551674842834
cmlv84uw000gtemv5sya3wspl,-0.8563364744186401
cmlv84umy00goemv5agi99meg,-0.8439313173294067
cmlv84uie00gaemv5sicfs0yz,-0.6736144423484802
cmlv84ua900g4emv5v6a8qhmy,-0.7672351002693176
cmlv84u5q00fwemv5f4w1g8sx,-0.5820373892784119
cmlv84twd00flemv5rsn37igj,-0.6256949305534363
cmlv84tor00fdemv5elwz7nb0,-0.8450973033905029
cmlv84tk100f8emv5lbbr735e,-0.8307260274887085
cmlv84tfh00f3emv5b8rf0kt9,-0.8418290019035339
cmlv84t1200ememv53wj8a0x9,-0.7534219026565552
cmlv84swj00ejemv5r4ubbbkm,-0.7113283276557922
cmlv84sdi00e0emv5hud6eomh,-0.7110987305641174
cmlv84s8w00dvemv5q2fvg7dd,-0.7655695080757141
cmlv84s4e00dremv5gm27b3sg,-0.8859390616416931
cmlv84rzw00dkemv59hv4tldf,-0.8912829160690308
cmlv84rvf00dhemv55pjdx3t0,-0.5682973861694336
cmlv84rqw00ddemv5xeutry6i,-0.7656086087226868
cmlv84rm700d7emv5b4uohe9s,-0.8290004730224609
cmlv84rhm00cyemv5m34b3bk0,-0.5624213218688965
cmlv84rd000cjemv5k9yqq2oc,-0.8429617881774902
cmlv84r8c00cgemv5m8qlo5ov,-0.8143153190612793
cmlv84r3t00caemv5mnperl5x,-0.6262362599372864
cmlv84qx700c7emv5s0rbu7w6,-0.5358591675758362
cmlv84qnx00boemv5qr25in46,-0.9279963374137878
cmlv84qjf00bhemv5i47q636k,-0.7636882066726685
cmlv84qa800b5emv5j6nhljq8,-0.6507851481437683
cmlv84q5g00b0emv51prd27vz,-0.5433592796325684
cmlv84q0t00auemv5c986pcwo,-0.6251482963562012
cmlv84pho009qemv5rjp2b9k4,-0.5741733312606812
cmlv84pcz009demv5h4o9dkpt,-0.8107253313064575
cmlv84p860097emv5crf8qudm,-0.7596384882926941
cmlv84p3c008vemv5a0ou7vch,-0.8642430901527405
cmlv84oyl008semv5tl5qwoef,-0.6713079810142517
cmlv84ou3008nemv50iob6qja,-0.7218003869056702
cmlv84opk008kemv52i565o6i,-0.7043517231941223
cmlv84okz008eemv5vczlu1db,-0.73471999168396
cmlv84og7008aemv5c9j3tnhy,-0.7444475293159485
cmlv84obk0087emv5b6889z1y,-0.8118360042572021
cmlv84o6u0082emv5ovuefz3k,-0.7529332041740417
cmlv84o1g007nemv5hr380rf0,-0.8234167695045471
cmlv84nmo006semv5qkwhkyzd,-0.805565595626831
cmlv84ncb006memv5jzasrwxi,-0.770459771156311
cmlv84n7d006jemv5je06qugk,-0.804282009601593
cmlv84mxv006bemv57v2o73aa,-0.908427357673645
cmlv84mt50066emv5ogvizz40,-0.8332728147506714
cmlv84mje0060emv5x20tjvmq,-0.796943187713623
cmlv84mep005wemv5i1botyi5,-0.8314112424850464
cmlv84m9r005nemv5be7mwuom,-0.8690074682235718
cmlv84m4y005kemv5omrl65te,-0.7785921692848206
cmlv84m05005hemv5df9bk44p,-0.8396586179733276
cmlv84lql0059emv5dqb3lcr1,-0.7781597971916199
cmlv84lkc004zemv5ifbjpbgt,-0.8885514140129089
cmlv84lfi004wemv5i4rnge54,-0.7789674997329712
cmlv84lau004semv5z02uy4pv,-0.7934173941612244
cmlv84l5z004hemv5oyn05syt,-0.6772708892822266
cmlv84l15004cemv5wln9owtf,-0.7468050122261047
cmlv84kwa003yemv5p6enkr9b,-0.8424320220947266
cmlv84krj003iemv5bq8pc54p,-0.815808892250061
cmlv84kcg0030emv5o9kr6ino,-0.8302167654037476
cmlv84j9v0024emv539ktmaye,-0.6245223879814148
cmlv84j0h001zemv5t4j55gth,-0.9192659854888916
cmlv84ivu001xemv5m8vityy1,-0.8142402172088623
cmlv84ima001remv5kstptcj7,-0.8153619170188904
cmlv84ihm001memv58i4oxtil,-0.8074508905410767
cmlv84icw001hemv5rleuai75,-0.8120787739753723
cmlv84i390019emv5s8hbptwq,-0.6626986265182495
cmlv84hyg000yemv5ixkbbebg,-0.8326849341392517
cmlv84htj000temv586ty49dq,-0.877406656742096
cmlv84hjt000iemv5pam8dmyq,-0.7991187572479248
cmlv84haf0007emv5ctawq28u,-0.6451354026794434
cmlv84h5k0000emv5h7l085u8,-0.7836114764213562
cmlv64zj6000ubhv58efl1msf,-0.7822611331939697
cmlrjquz40020xh3ym79xynbs,-0.6707062125205994
cmlrjqu4k001yxh3y7p7oecmm,-0.7878098487854004
cmlrjqdbk0008xh3yqytpktar,-0.9210638999938965
cmktw1z0l000601v5wf2xbj4c,-0.828926682472229
cmkk2z2x1000gomv5l5nhd1dg,-0.9157685041427612
cmkk2z2q4000comv5mz0gggos,-0.9113068580627441
cmkjtn7sk006o9lv5mfcqpxce,-0.8130000829696655
cmkjtn6vy006j9lv51un3bg82,-0.8007966876029968
cmkjtn651006e9lv51in9d7gd,-0.8836630582809448
cmkjtn5sd006c9lv5khuxm1og,-0.9089165329933167
cmkjtn36t005t9lv55avck5yy,-0.7762944102287292
cmkjtn103005g9lv54ixqeusy,-0.8018871545791626
cmkjtn0iw005d9lv5ri2uompg,-0.7663791179656982
cmkjtmye800509lv5yychgnqv,-0.767220675945282
cmkjtmxz4004x9lv5dc0i0y33,-0.792550802230835
cmkjtmx6u004t9lv5puq5gg4o,-0.7462724447250366
cmkjtmwr1004q9lv514moh79u,-0.848518967628479
cmkjtmwe2004o9lv54xj8ps6j,-0.9444118738174438
cmkjtmvxj004l9lv5lyq7l7fa,-0.8988086581230164
cmkjtmtsx00499lv5tcq0jmlz,-0.8099064230918884
cmkjtms4200439lv5p108fkg1,-0.7996839880943298
cmkjtmnmm003w9lv5nosgsm74,-0.7938446998596191
cmkjtmmgo003t9lv5g38lgvup,-0.8682631254196167
cmkjtmlre003q9lv5prpz4o88,-0.8008101582527161
cmkjtmkcj003k9lv5147mog3i,-0.8708239793777466
cmkjtmidm003a9lv55a4nso48,-0.8134247064590454
cmkjtmhv600379lv560qck0pa,-0.7575585842132568
cmkjtmh4o00339lv5ownfi2y6,-0.7133005857467651
cmkjtmgob00309lv5fcps08mv,-0.9375982284545898
cmkjtmg8y002x9lv5y1y8ukda,-0.7065783739089966
cmkjtme64002i9lv56dhda15b,-0.8543058633804321
cmkjtmdqf002e9lv53lhpn8my,-0.8562446236610413
cmkjtma89001t9lv5mpl63xh4,-0.8232260346412659
cmkjtm9hb001p9lv5xkyd8ank,-0.8749909400939941
cmkjtm8mm001k9lv5dlegl4gp,-0.8978025317192078
cmkjtm7zh001g9lv5nfg5m24n,-0.8119187355041504
cmkjtm7dd001c9lv5vhliehhf,-0.8861995339393616
cmkjtm5qc00129lv50x8b57m9,-0.862822949886322
cmkjtm51d000z9lv5t03do5kv,-0.9029200077056885
cmkjtm4lj000w9lv5nqm0ml1r,-0.7775470018386841
cmkjtm45t000t9lv5t2odhz5t,-0.7609426379203796
cmkjtm23x000f9lv5jqpilm5v,-0.7635148763656616
cmkjtm15900099lv5tutu9aua,-0.7975343465805054
